_id,Ano,Codigo,Inep,Escola,Municipio,Localizacao,Situacao,Endereco,Numero,Bairro,Cep,Telefone,Email,TipoEnsino,idTipoEnsino,NivelOrganizacional,IdEscola,Id
10653,2010,3205309,32040377,EEEF - MARIA ERICINA SANTOS,VITORIA,URBANA,Em Atividade,RUA LAD SANTA CLARA,"",PARQUE MOSCOSO,29020680,(27) - 32223499,ESCOLAMARIAERICINA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,129,5192726
10654,2012,3205309,32040377,EEEF - MARIA ERICINA SANTOS,VITORIA,URBANA,Em Atividade,RUA LAD SANTA CLARA,"",PARQUE MOSCOSO,29020680,(27) - 32223499,ESCOLAMARIAERICINA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,129,5192727
10655,2014,3205309,32063199,EEEFM - ELZA LEMOS ANDREATTA,VITORIA,URBANA,Em Atividade,RUA AMADEU MUNIZ CORREIA,"",ILHA DAS CAIEIRAS,29032170,(27) - 33237212,ESCOLAELZALEMOS@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,130,5192728
10656,2011,3205002,32036515,EEEF - PROF ANNA GOMES,SERRA,URBANA,Em Atividade,RUA SABIA,S/N,SERRA DOURADA III,29171416,(27) - 33412251,ESCOLAANNAGOMES@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,132,5192729
10657,2013,3205002,32036515,EEEF - PROF ANNA GOMES,SERRA,URBANA,Em Atividade,RUA SABIA,S/N,SERRA DOURADA III,29171416,(27) - 33412251,ESCOLAANNAGOMES@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,132,5192730
10658,2011,3205002,32036531,EEEFM - SIZENANDO PECHINCHA,SERRA,URBANA,Em Atividade,AVENIDA OLINDA,"",BARCELONA,29166027,(27) - 33411333,ESCOLASIZENANDO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,134,5192731
10659,2008,3205002,32036531,EEEFM - SIZENANDO PECHINCHA,SERRA,URBANA,Em Atividade,AVENIDA OLINDA,"",BARCELONA,29166027,(27) - 33411333,ESCOLASIZENANDO@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,134,5192732
10660,2015,3205002,32036531,EEEFM - SIZENANDO PECHINCHA,SERRA,URBANA,Em Atividade,AVENIDA OLINDA,"",BARCELONA,29166027,(27) - 33411333,ESCOLASIZENANDO@SEDU.ES.GOV.BR,ATIVIDADE COMPLEMENTAR,9,Estadual,134,5192733
10661,2010,3205002,32036540,EEEF - TAQUARA I,SERRA,URBANA,Em Atividade,RUA DOS BEIJA FLORES,"",TAQUARA I,29175350,() - ,ESCOLATAQUARA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,135,5192734
10662,2014,3205002,32036566,EEEFM - CLOTILDE RATO,SERRA,URBANA,Em Atividade,RUA RUI BARBOSA,451,DE FATIMA,29160813,(27) - 33370930,ESCOLACLOTILDERATO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,137,5192735
10663,2009,3205002,32036566,EEEFM - CLOTILDE RATO,SERRA,URBANA,Em Atividade,RUA RUI BARBOSA,451,DE FATIMA,29160813,(27) - 33370930,ESCOLACLOTILDERATO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,137,5192736
10664,2010,3205002,32036566,EEEFM - CLOTILDE RATO,SERRA,URBANA,Em Atividade,RUA RUI BARBOSA,451,DE FATIMA,29160813,(27) - 33370930,ESCOLACLOTILDERATO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,137,5192737
10665,2009,3205002,32036574,EEEFM - IRACEMA CONCEICAO SILVA,SERRA,URBANA,Em Atividade,RUA GUIMARAES ROSA,"",CHACARA PARREIRAL,29164360,(27) - 33383127,ESCOLAIRACEMA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,138,5192738
10666,2009,3205002,32036574,EEEFM - IRACEMA CONCEICAO SILVA,SERRA,URBANA,Em Atividade,RUA GUIMARAES ROSA,"",CHACARA PARREIRAL,29164360,(27) - 33383127,ESCOLAIRACEMA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,138,5192739
10667,2012,3205002,32036574,EEEFM - IRACEMA CONCEICAO SILVA,SERRA,URBANA,Em Atividade,RUA GUIMARAES ROSA,"",CHACARA PARREIRAL,29164360,(27) - 33383127,ESCOLAIRACEMA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,138,5192740
10668,2013,3205002,32036582,EEEFM - PROF HILDA MIRANDA NASCIMENTO,SERRA,URBANA,Em Atividade,AVENIDA BRASILIA,"",PORTO CANOA,29168600,(27) - 33411068,ESCOLAHILDAMIRANDA@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,139,5192741
10669,2014,3205200,32079230,EEEM - MARIO GURGEL,VILA VELHA,URBANA,Em Atividade,AVENIDA MARROCOS,"",JABAETE,29126747,(27) - 32446139,ESCOLAMARIOGURGEL@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,140,5192742
10670,2009,3202405,32043490,EEEFM - ANGELICA PAIXAO,GUARAPARI,URBANA,Em Atividade,RUA OZIAS SANTANA,100,CENTRO,29200010,(27) - 32610026,ESCOLAANGELICAPAIXAO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,141,5192743
10671,2010,3202405,32043490,EEEFM - ANGELICA PAIXAO,GUARAPARI,URBANA,Em Atividade,RUA OZIAS SANTANA,100,CENTRO,29200010,(27) - 32610026,ESCOLAANGELICAPAIXAO@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,141,5192744
10672,2013,3202405,32043490,EEEFM - ANGELICA PAIXAO,GUARAPARI,URBANA,Em Atividade,RUA OZIAS SANTANA,100,CENTRO,29200010,(27) - 32610026,ESCOLAANGELICAPAIXAO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,141,5192745
10673,2013,3202405,32043490,EEEFM - ANGELICA PAIXAO,GUARAPARI,URBANA,Em Atividade,RUA OZIAS SANTANA,100,CENTRO,29200010,(27) - 32610026,ESCOLAANGELICAPAIXAO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,141,5192746
10674,2015,3202405,32043490,EEEFM - ANGELICA PAIXAO,GUARAPARI,URBANA,Em Atividade,RUA OZIAS SANTANA,100,CENTRO,29200010,(27) - 32610026,ESCOLAANGELICAPAIXAO@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,141,5192747
10675,2012,3202405,32043538,EEEFM - JOVENTINA SIMOES,GUARAPARI,URBANA,Em Atividade,RUA ERNESTINA VIEIRA SIMOES,"",OLARIA,29202552,(27) - 32616846,ESCOLAJOVENTINA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,143,5192748
10676,2012,3202405,32043546,EEEFM - LEANDRO ESCOBAR,GUARAPARI,URBANA,Em Atividade,RUA MANOEL ALVARENGA,"",PEROCAO,29220525,(27) - 32622139,ESCOLALEANDROESCOBAR@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,144,5192749
10677,2013,3202405,32043546,EEEFM - LEANDRO ESCOBAR,GUARAPARI,URBANA,Em Atividade,RUA MANOEL ALVARENGA,"",PEROCAO,29220525,(27) - 32622139,ESCOLALEANDROESCOBAR@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,144,5192750
10678,2015,3202405,32043554,EEEF - MANOEL ROSINDO DA SILVA,GUARAPARI,URBANA,Em Atividade,AVENIDA SANTANA,"",MEAIPE,29208180,() - ,ESCOLAMANOELROSINDO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,145,5192751
10679,2015,3202405,32043554,EEEF - MANOEL ROSINDO DA SILVA,GUARAPARI,URBANA,Em Atividade,AVENIDA SANTANA,"",MEAIPE,29208180,() - ,ESCOLAMANOELROSINDO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,145,5192752
10680,2009,3202405,32043635,EEEFM - RIO CLARO,GUARAPARI,RURAL,Em Atividade,RUA RIO CLARO,S/N,ZONA RURAL,29200010,() - ,ESCOLARIOCLARO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,146,5192753
10681,2013,3202405,32043643,EEEF - SAO JOSE,GUARAPARI,URBANA,Em Atividade,RODOVIA JONES DOS SANTOS NEVES,"",SAO JOSE,29200260,(27) - 32611446,ESCOLASJOSE@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,147,5192754
10682,2015,3202405,32043643,EEEF - SAO JOSE,GUARAPARI,URBANA,Em Atividade,RODOVIA JONES DOS SANTOS NEVES,"",SAO JOSE,29200260,(27) - 32611446,ESCOLASJOSE@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,147,5192755
10683,2014,3202405,32043651,EEEFM - ZENOBIA LEAO,GUARAPARI,URBANA,Em Atividade,RUA FERNANDO DE ABREU,417,SAO JUDAS TADEU,29200490,(27) - 33621629,ESCOLAZENOBIALEAO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,148,5192756
10684,2008,3202405,32043660,EEEFM - ZULEIMA FORTES FARIA,GUARAPARI,URBANA,Em Atividade,AVENIDA ANTONIO GUIMARAES,100,ITAPEBUSSU,29210190,(27) - 33611701,ESCOLAZULEIMAFORTES@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,149,5192757
10685,2013,3202405,32043660,EEEFM - ZULEIMA FORTES FARIA,GUARAPARI,URBANA,Em Atividade,AVENIDA ANTONIO GUIMARAES,100,ITAPEBUSSU,29210190,(27) - 33611701,ESCOLAZULEIMAFORTES@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,149,5192758
10686,2008,3202405,32043686,EEEM - DR SILVA MELLO,GUARAPARI,URBANA,Em Atividade,RUA HORACIO SANTANA,155,PARQUE DA AREIA PRETA,29200750,(27) - 32629300,ESCOLASILVAMELLO@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,150,5192759
10687,2015,3202405,32043694,EEEFM - LYRA RIBEIRO SANTOS,GUARAPARI,URBANA,Em Atividade,RUA WALTRUDES ALVES ROSA,"",KUBITSCHEK,29203150,(27) - 33614277,ESCOLALYRARIBEIRO@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,151,5192760
10688,2011,3202405,32043694,EEEFM - LYRA RIBEIRO SANTOS,GUARAPARI,URBANA,Em Atividade,RUA WALTRUDES ALVES ROSA,"",KUBITSCHEK,29203150,(27) - 33614277,ESCOLALYRARIBEIRO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,151,5192761
10689,2012,3205200,32039387,EEEFM - CATHARINA CHEQUER,VILA VELHA,URBANA,Em Atividade,RUA ALECRIM,100,NOVO MEXICO,29104100,(27) - 33997809,ESCOLACATHARINA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,153,5192762
10690,2013,3205200,32039387,EEEFM - CATHARINA CHEQUER,VILA VELHA,URBANA,Em Atividade,RUA ALECRIM,100,NOVO MEXICO,29104100,(27) - 33997809,ESCOLACATHARINA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,153,5192763
10691,2011,3205200,32039387,EEEFM - CATHARINA CHEQUER,VILA VELHA,URBANA,Em Atividade,RUA ALECRIM,100,NOVO MEXICO,29104100,(27) - 33997809,ESCOLACATHARINA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,153,5192764
10692,2014,3205200,32039409,EEEFM - FLORENTINO AVIDOS,VILA VELHA,URBANA,Em Atividade,AVENIDA VITORIA REGIA,"",SANTA INES,29108055,(27) - 33190909,ESCOLAFLORENTINO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,154,5192765
10693,2015,3205200,32039417,EEEFM - PROF MAURA ABAURRE,VILA VELHA,URBANA,Em Atividade,RUA ONZE,100,VILA NOVA,29105110,(27) - 33997258,ESCOLAMAURAABAURRE@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,155,5192766
10694,2009,3205200,32039417,EEEFM - PROF MAURA ABAURRE,VILA VELHA,URBANA,Em Atividade,RUA ONZE,100,VILA NOVA,29105110,(27) - 33997258,ESCOLAMAURAABAURRE@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,155,5192767
10695,2014,3205200,32039417,EEEFM - PROF MAURA ABAURRE,VILA VELHA,URBANA,Em Atividade,RUA ONZE,100,VILA NOVA,29105110,(27) - 33997258,ESCOLAMAURAABAURRE@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,155,5192768
10696,2011,3202405,32043830,EEEM - GUARAPARI,GUARAPARI,URBANA,Em Atividade,RUA JOAQUIM DA SILVA LIMA,58,CENTRO,29200260,(27) - 32628891,ESCOLAGUARAPARI@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,156,5192769
10697,2011,3205200,32038461,EEEFM - TERRA VERMELHA,VILA VELHA,URBANA,Em Atividade,RUA E,"",TERRA VERMELHA,29127995,() - ,ESCOLATERRAVERMELHA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,159,5192770
10698,2010,3205200,32038488,EEEFM - AGENOR DE SOUZA LE,VILA VELHA,URBANA,Em Atividade,RUA ALAN KARDEC,"",DIVINO ESPIRITO SANTO,29107240,(27) - 32291604,ESCOLAAGENOR@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,160,5192771
10699,2011,3205200,32038488,EEEFM - AGENOR DE SOUZA LE,VILA VELHA,URBANA,Em Atividade,RUA ALAN KARDEC,"",DIVINO ESPIRITO SANTO,29107240,(27) - 32291604,ESCOLAAGENOR@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,160,5192772
10700,2015,3205200,32038496,EEEFM - FRANCELINA CARNEIRO SETUBAL,VILA VELHA,URBANA,Em Atividade,AVENIDA LEOPOLDINA,"",COQUEIRAL DE ITAPARICA,29102375,(27) - 33492311,ESCOLAFRANCELINA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,161,5192773
10701,2009,3205200,32038496,EEEFM - FRANCELINA CARNEIRO SETUBAL,VILA VELHA,URBANA,Em Atividade,AVENIDA LEOPOLDINA,"",COQUEIRAL DE ITAPARICA,29102375,(27) - 33492311,ESCOLAFRANCELINA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,161,5192774
10702,2010,3205200,32038496,EEEFM - FRANCELINA CARNEIRO SETUBAL,VILA VELHA,URBANA,Em Atividade,AVENIDA LEOPOLDINA,"",COQUEIRAL DE ITAPARICA,29102375,(27) - 33492311,ESCOLAFRANCELINA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,161,5192775
10703,2014,3205200,32038496,EEEFM - FRANCELINA CARNEIRO SETUBAL,VILA VELHA,URBANA,Em Atividade,AVENIDA LEOPOLDINA,"",COQUEIRAL DE ITAPARICA,29102375,(27) - 33492311,ESCOLAFRANCELINA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,161,5192776
10704,2015,3205200,32038496,EEEFM - FRANCELINA CARNEIRO SETUBAL,VILA VELHA,URBANA,Em Atividade,AVENIDA LEOPOLDINA,"",COQUEIRAL DE ITAPARICA,29102375,(27) - 33492311,ESCOLAFRANCELINA@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,161,5192777
10705,2014,3205200,32038500,EEEFM - LUIZ MANOEL VELLOZO,VILA VELHA,URBANA,Em Atividade,RUA MOURISCO,"",GLORIA,29122070,(27) - 32291964,ESCOLALUIZMANOEL@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,162,5192778
10706,2013,3205200,32038500,EEEFM - LUIZ MANOEL VELLOZO,VILA VELHA,URBANA,Em Atividade,RUA MOURISCO,"",GLORIA,29122070,(27) - 32291964,ESCOLALUIZMANOEL@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,162,5192779
10707,2010,3205200,32038500,EEEFM - LUIZ MANOEL VELLOZO,VILA VELHA,URBANA,Em Atividade,RUA MOURISCO,"",GLORIA,29122070,(27) - 32291964,ESCOLALUIZMANOEL@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,162,5192780
10708,2011,3205200,32038500,EEEFM - LUIZ MANOEL VELLOZO,VILA VELHA,URBANA,Em Atividade,RUA MOURISCO,"",GLORIA,29122070,(27) - 32291964,ESCOLALUIZMANOEL@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,162,5192781
10709,2013,3205200,32038500,EEEFM - LUIZ MANOEL VELLOZO,VILA VELHA,URBANA,Em Atividade,RUA MOURISCO,"",GLORIA,29122070,(27) - 32291964,ESCOLALUIZMANOEL@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,162,5192782
10710,2013,3205200,32038534,EEEFM - PROF GERALDO COSTA ALVES,VILA VELHA,URBANA,Em Atividade,RUA RUBEM BRAGA,"",BOA VISTA I,29102640,(27) - 33915114,ESCOLAGERALDO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,163,5192783
10711,2012,3205200,32038755,EEEM - GODOFREDO SCHNEIDER,VILA VELHA,URBANA,Em Atividade,RUA BERNARDO SCHINEIDER,"",CENTRO,29100170,(27) - 32293036,ESCOLAGODOFREDO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,166,5192784
10712,2013,3205200,32038755,EEEM - GODOFREDO SCHNEIDER,VILA VELHA,URBANA,Em Atividade,RUA BERNARDO SCHINEIDER,"",CENTRO,29100170,(27) - 32293036,ESCOLAGODOFREDO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,166,5192785
10713,2013,3205200,32038852,EEEFM - ADOLFINA ZAMPROGNO,VILA VELHA,URBANA,Em Atividade,RUA SEBASTIAO GAIBA,"",VILA GARRIDO,29116300,() - ,ESCOLAADOLFINA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,168,5192786
10714,2010,3205200,32038852,EEEFM - ADOLFINA ZAMPROGNO,VILA VELHA,URBANA,Em Atividade,RUA SEBASTIAO GAIBA,"",VILA GARRIDO,29116300,() - ,ESCOLAADOLFINA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,168,5192787
10715,2011,3205200,32038852,EEEFM - ADOLFINA ZAMPROGNO,VILA VELHA,URBANA,Em Atividade,RUA SEBASTIAO GAIBA,"",VILA GARRIDO,29116300,() - ,ESCOLAADOLFINA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,168,5192788
10716,2013,3205200,32038852,EEEFM - ADOLFINA ZAMPROGNO,VILA VELHA,URBANA,Em Atividade,RUA SEBASTIAO GAIBA,"",VILA GARRIDO,29116300,() - ,ESCOLAADOLFINA@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,168,5192789
10717,2011,3205200,32038887,EEEF - BARAO DO RIO BRANCO,VILA VELHA,URBANA,Em Atividade,RUA SEBASTIAO,100,VILA GARRIDO,29116280,(27) - 33592045,ESCOLABARAODORIO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,169,5192790
10718,2013,3205200,32038887,EEEF - BARAO DO RIO BRANCO,VILA VELHA,URBANA,Em Atividade,RUA SEBASTIAO,100,VILA GARRIDO,29116280,(27) - 33592045,ESCOLABARAODORIO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,169,5192791
10719,2015,3205200,32038941,EEEFM - DR FRANCISCO FREITAS LIMA,VILA VELHA,URBANA,Em Atividade,RUA ANTONIO ABRAAO,"",ILHA DAS FLORES,29115550,(27) - 32262953,ESCOLAFRANCISCO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,170,5192792
10720,2011,3205200,32039085,EEEFM - BENICIO GONCALVES,VILA VELHA,URBANA,Em Atividade,AVENIDA GABRIEL DA PALHA,"",VALE ENCANTADO,29113300,(27) - 33592899,ESCOLABENICIO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,171,5192793
10721,2012,3205200,32039085,EEEFM - BENICIO GONCALVES,VILA VELHA,URBANA,Em Atividade,AVENIDA GABRIEL DA PALHA,"",VALE ENCANTADO,29113300,(27) - 33592899,ESCOLABENICIO@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,171,5192794
10722,2010,3200300,32041756,EEEFM - CAMILA MOTTA,ALFREDO CHAVES,URBANA,Em Atividade,RUA NELSON DA COSTA MELLO,197,OURO BRANCO,29240000,(27) - 32691838,ESCOLACAMILAMOTTA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,172,5192795
10723,2015,3200300,32041756,EEEFM - CAMILA MOTTA,ALFREDO CHAVES,URBANA,Em Atividade,RUA NELSON DA COSTA MELLO,197,OURO BRANCO,29240000,(27) - 32691838,ESCOLACAMILAMOTTA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,172,5192796
10724,2011,3200300,32041756,EEEFM - CAMILA MOTTA,ALFREDO CHAVES,URBANA,Em Atividade,RUA NELSON DA COSTA MELLO,197,OURO BRANCO,29240000,(27) - 32691838,ESCOLACAMILAMOTTA@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,172,5192797
10725,2012,3200300,32041756,EEEFM - CAMILA MOTTA,ALFREDO CHAVES,URBANA,Em Atividade,RUA NELSON DA COSTA MELLO,197,OURO BRANCO,29240000,(27) - 32691838,ESCOLACAMILAMOTTA@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,172,5192798
10726,2008,3205200,32038305,EEEF - DESEMBARGADOR CÂNDIDO MARINHO,VILA VELHA,URBANA,Em Atividade,AVENIDA SALGADO FILHO,"",SOTECO,29106010,() - ,ESCOLACANDIDOMARINHO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,178,5192799
10727,2011,3205200,32038305,EEEF - DESEMBARGADOR CÂNDIDO MARINHO,VILA VELHA,URBANA,Em Atividade,AVENIDA SALGADO FILHO,"",SOTECO,29106010,() - ,ESCOLACANDIDOMARINHO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,178,5192800
10728,2015,3202207,32020910,EEEFM - NAIR MIRANDA,FUNDAO,URBANA,Em Atividade,RUA VICENTE FERNANDES DE OLIVEIRA,38,CENTRO,29185000,(27) - 32671280,ESCOLANAIRMIRANDA@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,179,5192801
10729,2012,3202207,32020910,EEEFM - NAIR MIRANDA,FUNDAO,URBANA,Em Atividade,RUA VICENTE FERNANDES DE OLIVEIRA,38,CENTRO,29185000,(27) - 32671280,ESCOLANAIRMIRANDA@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,179,5192802
10730,2010,3205101,32065051,EEEM -  IRMA DULCE LOPES PONTE,VIANA,URBANA,Em Atividade,RUA ESPIRITO SANTO,"",MARCILIO DE NORONHA,29135000,(27) - 33446097,ESCOLAIRMADULCE@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,189,5192803
10731,2010,3205101,32065051,EEEM -  IRMA DULCE LOPES PONTE,VIANA,URBANA,Em Atividade,RUA ESPIRITO SANTO,"",MARCILIO DE NORONHA,29135000,(27) - 33446097,ESCOLAIRMADULCE@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,189,5192804
10732,2011,3205101,32065051,EEEM -  IRMA DULCE LOPES PONTE,VIANA,URBANA,Em Atividade,RUA ESPIRITO SANTO,"",MARCILIO DE NORONHA,29135000,(27) - 33446097,ESCOLAIRMADULCE@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,189,5192805
10733,2010,3205101,32037775,EEEFM - MARIA DE NOVAES PINHEIRO,VIANA,URBANA,Em Atividade,RUA SANTA HELENA,125,VILA BETHANIA,29135000,(27) - 33442146,ESCOLAMARIADENOVAES@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,190,5192806
10734,2008,3205101,32037791,EEEFM - NELSON VIEIRA PIMENTEL,VIANA,URBANA,Em Atividade,RUA DOUTOR OLIVAL PIMENTEL,124,CENTRO - VIANA,29130145,(27) - 32557051,ESCOLANELSONVIEIRA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,191,5192807
10735,2014,3205101,32037791,EEEFM - NELSON VIEIRA PIMENTEL,VIANA,URBANA,Em Atividade,RUA DOUTOR OLIVAL PIMENTEL,124,CENTRO - VIANA,29130145,(27) - 32557051,ESCOLANELSONVIEIRA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,191,5192808
10736,2011,3205101,32065043,EEEFM - EWERTON MONTENEGRO GUIMARÃES,VIANA,URBANA,Em Atividade,RUA NOVE,"",ARLINDO VILLASCHI,29135000,(27) - 33440817,ESCOLAEWERTON@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,193,5192809
10737,2010,3201308,32034920,EEEF - STELLITA RAMOS,CARIACICA,URBANA,Em Atividade,RUA SILVANO FERREIRA SANTOS,"",PORTO NOVO,29155355,(27) - 88153156,ESCOLASTELLITA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,194,5192810
10738,2013,3201308,32034920,EEEF - STELLITA RAMOS,CARIACICA,URBANA,Em Atividade,RUA SILVANO FERREIRA SANTOS,"",PORTO NOVO,29155355,(27) - 88153156,ESCOLASTELLITA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,194,5192811
10739,2008,3201308,32034970,EEEF - VENTINO DA COSTA BRANDAO,CARIACICA,URBANA,Em Atividade,RUA AMAZONAS,"",ROSA DA PENHA,29143320,(27) - 30987857,ESCOLAVENTINOCOSTA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,197,5192812
10740,2014,3201308,32034970,EEEF - VENTINO DA COSTA BRANDAO,CARIACICA,URBANA,Em Atividade,RUA AMAZONAS,"",ROSA DA PENHA,29143320,(27) - 30987857,ESCOLAVENTINOCOSTA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,197,5192813
10741,2010,3201308,32034997,EEEFM - ZAIRA MANHAES DE ANDRADE,CARIACICA,URBANA,Em Atividade,RUA QUINZE,"",NOVA ROSA DA PENHA I,29157413,(27) - 98039066,ESCOLAZAIRA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,198,5192814
