_id,LOGRADOURO,ZONA,SITUACFISI,DATA,TELEFONE,GEOCODIGO,FONTE,ADMINISTRA,NUMERO,OPERACION,CLASSECNAE,MUNICIPIO,BAIRRO,NOMEABREV,SIGLAEXTEN,NOME,CEP,CODESCOLA,SITUACAO,ORIGEM,COORDX,COORDY,Id
2600,Comunidade Nova Estrela,Rural,"",Set/2010,"",3200300,IJSN,Municipal,s/n,Sim,Infantil,Alfredo Chaves,Comunidade Nova Estrela,PE MUL,Pré Escola Municipal,PE MUL Arco Iris,29240-000,32077742,EM ATIVIDADE,"","-40,8514037024118","-20,6689996398204",2905
2601,Rodovia ES 482,Rural,"",Set/2010,(28) 2101-0311,3201209,IJSN,Privada,Km 05,Sim,Superior,Cachoeiro de Itapemirim,Comunidade Morro Grande,FDCI,Faculdade de Direito de Cachoeiro de Itapemirim,Faculdade de Direito de Cachoeiro de Itapemirim,29313-210,606,EM ATIVIDADE,"","-41,1572066446026","-20,8013161811112",2906
2602,Rodovia ES 482,Rural,"",Set/2010,(28) 3521-3938,3201209,IJSN,Federal,Km 05,Sim,Superior,Cachoeiro de Itapemirim,Comunidade Morro Grande,UAB,Universidade Aberta do Brasil,Universidade Aberta do Brasil - Cachoeiro de Itapemirim,29300-000,ES1054610,EM ATIVIDADE,"","-41,1566879947898","-20,7997129390904",2907
2603,Praça Coelho Filho Salomé,Urbana,"",Out/2010,(28) 3521-4694 / 3521-5276,3201209,IJSN,Estadual,s/n,Sim,Fundamental e Médio,Cachoeiro de Itapemirim,Luiz Tinoco Fonseca,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Lions Sebastião de Paiva Vidaurre,29300-250,32052405,EM ATIVIDADE,"","-41,1563257143365","-20,8324648351661",2908
2604,Rua Pacífico Pezzodipane,Urbana,"",Set/2010,(28) 3526-8910 / 3521-4372,3201209,IJSN,Municipal,s/n,Sim,Infantil,Cachoeiro de Itapemirim,Luiz Tinoco Fonseca,EMEB,Escola Municipal de Ensino Básico,EMEB Maria Siloti,29300-160,32052065,EM ATIVIDADE,"","-41,1555088148528","-20,8321282479149",2909
2605,Rodovia ES 482,Rural,"",Set/2010,(28) 3526-9000 / 3518-9438,3201209,IJSN,Federal,s/n,Sim,Profissional,Cachoeiro de Itapemirim,Comunidade Morro Grande,IFES,Instituto Federal do Espírito Santo,IFES - Campus Cachoeiro de Itapemirim,29329-000,32079583,EM ATIVIDADE,"","-41,1546251715079","-20,8027827498851",2910
2606,Avenida Padre Gabriel,Desconhecido,"",jan/10,(27) 3286-5162,3201308,SEDU,Municipal,s/n,Sim,Fundamental,Cariacica,Padre Gabriel,EMEF,Escola Municipal de Ensino Fundamental,EMEF Renascer,29143-651,32034873,EM ATIVIDADE,"","-40,3900846844034","-20,3737306689294",2911
2607,Rua Joana Maria da Silva,Desconhecido,"",jan/10,(27) 3326-7434,3201308,SEDU,Municipal,s/n,Sim,Fundamental,Cariacica,Castelo Branco,EMEF,Escola Municipal de Ensino Fundamental,EMEF Joana Maria da Silva,29140-844,32034660,EM ATIVIDADE,"","-40,3790834177722","-20,3720340511506",2912
2608,Rua Presidente Arthur Costa e Silva,Desconhecido,Construída,jul/10,(27) 3316-7321 / 3316-2109,3201308,IJSN,Municipal,s/n,Sim,Infantil,Cariacica,Castelo Branco,CMEI,Centro Municipal de Educação Infantil,CMEI Emiliana Giles Bragança,29140-830,32070306,EM ATIVIDADE,Mapeamento Realizado pela CGEO/IJSN,"-40,3770384646876","-20,3710206510568",2913
2609,Rua Zuleima Fortes Faria,Desconhecido,"",jan/10,(27) 3362-9073,3202405,SEDU,Privada,100,Não,Infantil,Guarapari,Centro,CR,Centro Recreativo,Magnólia Matos,29200-420,32044011,PARALISADA,"","-40,4989792517292","-20,6707596123389",2914
2610,Rua Pinheiro Júnior,Urbana,Construída,Set/2010,(28) 3511-6625,3201209,IJSN,Privada,s/n,Sim,Superior,Cachoeiro de Itapemirim,Ibitiquara,FATES,Faculdade Teológica do Espírito Santo,Faculdade Teológica do Espírito Santo,29307-300,"",EM ATIVIDADE,Mapeamento Realizado pela CGEO/IJSN,"-41,112880769069","-20,8465752414846",2915
2611,Rua Samuel Duarte,Urbana,"",Out/2010,(28) 3522-6520 / 3511-9858,3201209,IJSN,Estadual,11,Sim,Fundamental,Cachoeiro de Itapemirim,Santo Antônio,EEEF,Escola Estadual de Ensino Fundamental,EEEF Quintiliano de Azevedo,29300-550,32052634,EM ATIVIDADE,"","-41,125939320998","-20,8461908260352",2916
2612,Rua Projetada,Urbana,"",Set/2010,(28) 3536-3407,3200409,IJSN,Municipal,s/n,Sim,Infantil,Anchieta,Anchieta,CMEI,Centro Municipal de Educação Infantil,CMEI Padre José de Anchieta,29230-000,32074417,EM ATIVIDADE,"","-40,6370633825617","-20,7934784675958",2917
2613,"",Rural,"",Out/2010,"",3204807,IJSN,Municipal,s/n,Não,Fundamental,São José do Calçado,Comunidade Goiabal,EM,Escola Municipal,EM Altamiro Gomes de Lima,29470-000,32058330,PARALISADA,"","-41,6414225326531","-20,9798598417091",2918
2614,Palmital,Rural,"",Set/2010,"",3202603,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Iconha,Comunidade Palmital,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Palmital,29280-000,32074093,EM ATIVIDADE,"","-40,8728368950853","-20,7869030740281",2919
2615,"",Urbana,"",Ago/2010,(27) 3562-1932,3201100,IJSN,Municipal,s/n,Sim,Fundamental,Bom Jesus do Norte,Loteamento Silvana,EMEIEF,Escola Municipal de Ensino Infantil e Fundamental,EMEIEF Minervina da Silva Araújo,29460-000,32051824,EM ATIVIDADE,"","-41,6660809865225","-21,1244055294568",2920
2616,Avenida Cristiano Dias Lopes,Urbana,"",Ago/2010,(28) 3831-1326,3201100,IJSN,Privada,s/n,Sim,Infantil,Bom Jesus do Norte,Silvana,CEI,Centro de Ensino Infantil,CEI Almir Alvarenga Borges Milinho,29460-000,32079613,EM ATIVIDADE,"","-41,6644587848703","-21,1233139024882",2921
2617,Rodovia ES - 484 Km 1,Rural,"",Set/2010,"",3201100,IJSN,Municipal,s/n,Sim,Fundamental,Bom Jesus do Norte,Comunidade Bom Jesus do Norte,EMEF,Escola Municipal de Ensino Fundamental,EMEF Lar André Luiz,29460-000,32051930,EM ATIVIDADE,"","-41,6775214550114","-21,116581886698",2922
2618,"",Rural,"",Out/2010,(28) 3556-0201,3204807,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São José do Calçado,Comunidade Fazenda Velha,EM,Escola Municipal,EM Quatro Irmãos,29470-000,32058233,EM ATIVIDADE,"","-41,6649662751265","-21,0680859529361",2923
2619,Rua Mário Araujo,Desconhecido,"",jan/10,(27) 3343-4730,3201308,SEDU,Estadual,13,Sim,Fundamental e Médio,Cariacica,Santana,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Coronel Olimpio Cunha,29154-100,32033745,EM ATIVIDADE,"","-40,3912801447213","-20,3113965429672",2924
2620,Rua Dulce Ferreira,Desconhecido,Construída,jan/10,(27) 3236-5460,3201308,SEDU,Municipal,s/n,Sim,Fundamental,Cariacica,Santana,EMEF,Escola Municipal de Ensino Fundamental,EMEF Vienna Rosetti Guterres,29154-110,32033982,EM ATIVIDADE,Mapeamento Realizado pela CGEO/IJSN,"-40,3922437555016","-20,3105133359411",2925
2621,Rua Santa Leopoldina,Desconhecido,"",jan/10,(27) 3254-0718,3201308,SEDU,Municipal,s/n,Sim,Fundamental,Cariacica,Campo Verde,EMEF,Escola Municipal de Ensino Fundamental,EMEF Maria Guilhermina de Castro,29155-820,32033850,EM ATIVIDADE,"","-40,4066032897033","-20,294131865414",2926
2622,Rua São Luiz,Desconhecido,"",jul/10,(27) 3254-0517,3201308,IJSN,Estadual,s/n,Sim,Fundamental,Cariacica,Mochuara,EEEF,Escola Estadual de Ensino Fundamental,EEEF Adalberto Queiroz,29155-700,32033710,EM ATIVIDADE,"","-40,4117184177338","-20,2882118116794",2927
2623,Rua Adelson José Biancardi,Urbana,"",Set/2010,(28) 3537-3647,3202603,IJSN,Municipal,36,Sim,Infantil e Fundamental,Iconha,Ilha do Coco,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Marcelino Biancardi,29280-000,32044372,EM ATIVIDADE,"","-40,798288716463","-20,7888039733118",2928
2624,Rua Pedro Biancardi,Urbana,"",Set/2010,(28) 3537-3631,3202603,IJSN,Municipal,146,Sim,Infantil,Iconha,Ilha do Coco,"","",Creche Municipal Sideralina Coelho Mongin,29280-000,32080638,EM ATIVIDADE,"","-40,7987212250523","-20,7882212382852",2929
2625,"",Rural,"",Ago/2010,"",3201803,IJSN,Municipal,s/n,Sim,Fundamental,Divino de São Lourenço,Comunidade São José,EMEF,Escola Municipal de Ensino Fundamental,EMEF Fazenda São José,29590-000,32046499,EM ATIVIDADE,"","-41,6909748033773","-20,6552126487595",2930
2626,"",Rural,"",Set/2010,(27) 3569-1110,3202553,IJSN,Municipal,s/n,Sim,Fundamental,Ibitirama,Coomunidade Pratinha do Jorcelino,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Elias Miguel de Paula,29540-000,32048297,EM ATIVIDADE,"","-41,6421153335464","-20,6528219520343",2931
2627,"",Rural,"",Ago/2010,"",3201803,IJSN,Municipal,s/n,Sim,Fundamental,Divino de São Lourenço,Comunidade Santo Antônio,EMEF,Escola Municipal de Ensino Fundamental,EMEF Serra Azul,29590-000,32046561,EM ATIVIDADE,"","-41,7397152357458","-20,6489560191582",2932
2628,Rua Principal,Urbana,"",Set/2010,(28) 3559-4051,3202009,IJSN,Municipal,s/n,Sim,Fundamental,Dores do Rio Preto,Mundo Novo,EMEF,Escola Municipal de Ensino Fundamental,EMEF Mundo Novo,29580-000,32046790,EM ATIVIDADE,"","-41,8053162011931","-20,6324541747008",2933
2629,"",Rural,"",Nov/2010,"",3203403,IJSN,Municipal,s/n,Sim,Fundamental,Mimoso do Sul,Comunidade Novo Brasil,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Estivado,29400-000,32056508,PARALISADA,"","-41,5375891587938","-20,9164577037603",2934
2630,Rua Principal,Urbana,"",Ago/2010,(28) 3559-4051,3202009,IJSN,Municipal,s/n,Sim,Infantil,Dores do Rio Preto,Distrito de Mundo Novo,EI,Escola de Educação Infantil,Educação Infantil de Mundo Novo,29580-000,32065396,EM ATIVIDADE,"","-41,8064432403171","-20,6314808840184",2935
2631,Rua Santino Samuel de Aguiar,Urbana,"",Out/2010,(28) 3526-8719 / 3521-8464,3201209,IJSN,Municipal,30,Sim,Fundamental,Cachoeiro de Itapemirim,São Francinsco de Assis,EMEB,Escola Municipal de Ensino Básico,EMEB São Francisco de Assis,29317-485,32052669,EM ATIVIDADE,"","-41,1415688871288","-20,8525488984415",2936
2632,Rua Edith Santana Machado,Urbana,"",Set/2010,(28) 3522-8595,3201209,IJSN,Municipal,s/n,Sim,Infantil,Cachoeiro de Itapemirim,Zumbi,EMEB,Escola Municipal de Ensino Básico,EMEB Professora Idalina Cunha Moraes,29302-190,32077114,EM ATIVIDADE,"","-41,1339089209275","-20,8533171126291",2937
2633,"",Rural,"",Set/2010,"",3201902,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Domingos Martins,Comunidade Lajinha,EMEF,Escola Municipal de Ensino Fundamental,EMEF José Uliana,29260-000,32028903,EM ATIVIDADE,"","-41,062490689259","-20,2673454346861",2938
2634,ES - 484,Rural,"",Out/2010,"",3200102,IJSN,Municipal,s/n,Sim,Fundamental,Afonso Cláudio,Comunidade Alto Rio do Peixe,EMUL,Escola Municipal,EMUL Santa Terezinha,29607-000,32027150,EM ATIVIDADE,"","-41,205911678337","-20,2588502965922",2939
2635,Rancho Dantas,Rural,"",Set/2010,(27) 9926-1960,3201159,IJSN,Estadual,s/n,Sim,Fundamental e Médio,Brejetuba,Comunidade Rancho Dantas,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Fazenda Campores,29630-000,32027532,EM ATIVIDADE,"","-41,2377545046912","-20,2530466440612",2940
2636,Praça Darcy Francisco Pires,Urbana,"",Nov/2010,(27) 3555-1412,3203403,IJSN,Estadual,56,Sim,Fundamental,Mimoso do Sul,Monte Cristo,EEEF,Escola Estadual de Ensino Fundamental,EEEF Monteiro da Silva,29400-000,32055790,EM ATIVIDADE,"","-41,3670446247343","-21,0627594187229",2941
2637,Rua  Nazle Albut Acha,Urbana,"",Nov/2010,"",3203403,IJSN,Estadual,s/n,Sim,Fundamental,Mimoso do Sul,Centro,EEEF,Escola Estadual de Ensino Fundamental,EEEF Pedro José Vieira,29400-000,32055811,EM ATIVIDADE,"","-41,3644887167039","-21,0623929928353",2942
2638,Rua Doutor Olimpio José de Abreu,Urbana,"",Nov/2010,(28) 3555-1758 / 3555-1523,3203403,IJSN,Privada,300,Sim,Ensino Especial,Mimoso do Sul,Serrano,CAEE,Centro de Atendimento Educacional Especializado,Associação Pestalozzi de Mimoso do Sul,29400-000,32067372,EM ATIVIDADE,"","-41,3718193798206","-21,0616563250989",2943
2639,"",Rural,"",Set/2010,"",3203106,IJSN,Municipal,s/n,Sim,Fundamental,Jerônimo Monteiro,Comunidade Barra Limpa,EMEF,Escola Municipal de Ensino Fundamental,EMEF Varjão,29550-000,32055730,EM ATIVIDADE,"","-41,4009775386096","-20,820611912747",2944
2640,"",Rural,"",Set/2010,"",3203106,IJSN,Municipal,s/n,Não,Fundamental,Jerônimo Monteiro,Comunidade Fazenda Velha,EMEF,Escola Municipal de Ensino Fundamental,EMEF Fazenda Velha,29550-000,32055471,EXTINTA,"","-41,4142427277145","-20,8052161129768",2945
2641,"",Rural,"",Out/2010,"",3201209,IJSN,Estadual,s/n,Sim,Fundamental,Cachoeiro de Itapemirim,Comunidade Bananal,EEUEF,Escola Estadual Unidocente de Ensino Fundamental,EEUEF Santa Terezinha,29300-000,32053711,PARALISADA,"","-41,3169146220789","-20,7991573289492",2946
2642,Rua Mário Pires,Urbana,"",Set/2010,(28) 3558-2071,3203106,IJSN,Municipal,s/n,Sim,Fundamental,Jerônimo Monteiro,Boa Esperança,EMEF,Escola Municipal de Ensino Fundamental,EMEF Paulo Pereira Gomes,29550-000,32099002,EM ATIVIDADE,"","-41,4014623101693","-20,7968036685735",2947
2643,Estrada Principal Peixe Verde,Desconhecido,"",jul/10,"",3205101,IJSN,Municipal,s/n,Sim,Fundamental,Viana,Comunidade Peixe Verde,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Cândida Maria dos Santos,29135-000,32038119,EM ATIVIDADE,"","-40,579046916402","-20,4133406163361",2948
2644,Praça Pedro Vieira,Urbana,"",Ago/2010,"",3204807,IJSN,Municipal,s/n,Sim,Infantil,São José do Calçado,Centro,CMEI,Centro Municipal de Educação Infantil,CMEI Augusta Lopes de Carvalho,29470-000,32073674,EM ATIVIDADE,"","-41,6550664994141","-21,0254015602203",2949
2645,Rua Manoel Ferreira Marques,Urbana,"",Ago/2010,(28) 3556-1201,3204807,IJSN,Privada,126,Sim,Infantil e Fundamental,São José do Calçado,Centro,CE,Centro Educacional,CE Céu Azul,29470-000,32065620,EM ATIVIDADE,"","-41,6528293732711","-21,0252705835216",2950
2646,Avenida Rui Barbosa,Urbana,"",Out/2010,(28) 3556-0000 / 3556-1662,3204807,IJSN,Estadual,146,Sim,Fundamental e Médio,São José do Calçado,Centro,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Mercês Garcia Vieira,29470-000,32058268,EM ATIVIDADE,"","-41,6565435894474","-21,0248050434832",2951
2647,Ladeira Getúlio Vargas,Urbana,"",Ago/2010,(28) 3556-1162,3204807,IJSN,Municipal,111,Sim,Infantil,São José do Calçado,Centro,CMEI,Centro Municipal de Educação Infantil,CMEI Marieta Castro,29470-000,32058454,EM ATIVIDADE,"","-41,6553887449811","-21,0248158383318",2952
2648,Rua Alfredo Couto Teixeira,Desconhecido,"",jul/10,(27) 3284-5568 / 3254-1047,3201308,IJSN,Municipal,s/n,Sim,Fundamental,Cariacica,Areinha,EMEF,Escola Municipal de Ensino Fundamental,EMEF Valdici Alves Baier,29156-415,32100809,EM ATIVIDADE,"","-40,4255055072346","-20,261829890196",2953
2649,"",Rural,"",Ago/2010,"",3201803,IJSN,Municipal,s/n,Sim,Fundamental,Divino de São Lourenço,Comunidade Veadinho,EMEF,Escola Municipal de Ensino Fundamental,EMEF Pérola do Caparaó,29590-000,32077416,EM ATIVIDADE,"","-41,7157567330009","-20,6038293808844",2954
2650,"",Rural,"",Ago/2010,"",3201803,IJSN,Municipal,s/n,Sim,Fundamental,Divino de São Lourenço,Comunidade Bom Destino,EMEF,Escola Municipal de Ensino Fundamental,EMEF Santo Antônio do Bom Destino,29590-000,32046553,EM ATIVIDADE,"","-41,6774824431452","-20,5932149971462",2955
2651,Avenida José Maria Gonçalves,Urbana,"",Set/2010,"",3201803,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Divino de São Lourenço,Comunidade Penha,EMEF,Escola Municipal de Ensino Fundamental,EMEF Allan Kardec Bitencourt Dias,29590-000,32046375,EM ATIVIDADE,"","-41,7602874252683","-20,5857991254706",2956
2652,"",Rural,"",Ago/2010,(28) 3560-2204,3202553,IJSN,Municipal,s/n,Não,Fundamental,Ibitirama,Comunidade Ponte do Araçá,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF José Gonçalves Ferreira,29540-000,32048068,PARALISADA,"","-41,6462996362925","-20,5695611234976",2957
2653,"",Rural,"",Ago/2010,"",3201803,IJSN,Municipal,s/n,Sim,Fundamental,Divino de São Lourenço,Comunidade Cachoeira Bonita,EMEF,Escola Municipal de Ensino Fundamental,EMEF Córrego Severino,29590-000,32046367,EM ATIVIDADE,"","-41,6799717328994","-20,5640059868835",2958
2654,"",Rural,"",Ago/2010,"",3201803,IJSN,Municipal,s/n,Não,Fundamental,Divino de São Lourenço,Comunidade Floresta,EMEF,Escola Municipal de Ensino Fundamental,EMEF Beira Rio,29590-000,32046405,PARALISADA,"","-41,7049950819776","-20,5591480062559",2959
2655,Eduardo,Rural,"",Dez/2010,"",3204302,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Presidente Kennedy,Comunidade Eduardo,EMEF,Escola Municipal de Ensino Fundamental,EMEF de Jaqueira Bery Barreto de Araujo,29350-000,32060912,EM ATIVIDADE,"","-40,9880331062943","-21,2025215839299",2960
2656,"",Rural,"",Dez/2010,"",3204302,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Presidente Kennedy,Comunidade Santa Maria,EU,Escola Unidocente,EU São Bento,29350-000,32061048,EM ATIVIDADE,"","-41,0856413565157","-21,1829943746632",2961
2657,"",Urbana,"",Nov/2010,"",3204302,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Presidente Kennedy,Comunidade Santo Eduardo,EP,Escola Pluridocente,EP Santo Eduardo,29350-000,32060904,EM ATIVIDADE,"","-40,9870019599824","-21,1800068082186",2962
2658,"",Rural,"",Dez/2010,(28) 3535-1233 / 3535-1157,3204302,IJSN,Municipal,s/n,Sim,Fundamental,Presidente Kennedy,Comunidade Mineirinho,EP,Escola Pluridocente,EP Mineirinho,29350-000,32060874,EM ATIVIDADE,"","-41,0597799200239","-21,1726746484961",2963
2659,"",Rural,"",Dez/2010,"",3203403,IJSN,Municipal,s/n,Sim,Fundamental,Mimoso do Sul,Comunidade Cachoeira Alta,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Maria Eunice Mofati Faber,29400-000,32057121,PARALISADA,"","-41,2465220344607","-21,1653180671694",2964
2660,"",Rural,"",Nov/2010,(28) 3535-1157,3204302,IJSN,Municipal,s/n,Sim,Infantil,Presidente Kennedy,Comunidade Jibóia,"","",Creche Bem Me Quer,29350-000,32070918,EM ATIVIDADE,"","-40,9831177590702","-21,1479340814704",2965
2661,Avenida Santo Antônio,Desconhecido,"",jan/10,(27) 3223-7477,3205309,SEDU,Privada,2030,Sim,Fundamental,Vitória,Santo Antônio,"","",Escola Ludovico Pavoni,29025-000,32041063,EM ATIVIDADE,"","-40,352340200312","-20,3091636360145",2966
2662,Rua Soldado Manoel Furtado,Desconhecido,"",jul/10,"",3205309,IJSN,Privada,s/n,Não,"",Vitória,Santo Antônio,"","",Colégio Santo Antônio,29026-200,32040148,PARALISADA,"","-40,3544089169208","-20,3087155801573",2967
2663,Rua do Sesi,Desconhecido,"",jan/10,(27) 3336-4573,3201308,SEDU,Privada,9,Sim,"Infantil, Fundamental e Médio",Cariacica,Porto de Santana,CAT,Centro de Atividades,CAT Arnaldo Magalhães Filho-Sesi,29153-076,32034296,EM ATIVIDADE,"","-40,3669598276335","-20,3085974357405",2968
2664,Rua da Assembléia,Desconhecido,"",jul/10,(27) 3386-1084 / 3336-2838,3201308,IJSN,Privada,32,Sim,Infantil,Cariacica,Porto de Santana,CEI,Centro de Educação Infantil,CEI Projetando o Futuro,29153-100,32088400,EM ATIVIDADE,"","-40,3690887861803","-20,308503526632",2969
2665,Rua da Assembléia,Desconhecido,"",jan/10,(27) 3236-6377,3201308,SEDU,Municipal,57,Sim,Fundamental,Cariacica,Porto de Santana,EMEF,Escola Municipal de Ensino Fundamental,EMEF João Pedro da Silva,29153-084,32035047,EM ATIVIDADE,"","-40,3699936168313","-20,3084639339624",2970
2666,Rua Soldado Manoel Furtado,Desconhecido,"",jan/10,(27) 3332-5935,3205309,SEDU,Municipal,10,Sim,Fundamental,Vitória,Santo Antônio,EMEF,Escola Municipal de Ensino Fundamental,EMEF Amilton Monteiro da Silva,29026-200,32079354,EM ATIVIDADE,"","-40,3544259855272","-20,3084326059434",2971
2667,Rua do Sesi,Desconhecido,"",jan/10,(27) 3366-1746,3201308,SEDU,Estadual,s/n,Sim,Fundamental e Médio,Cariacica,Porto de Santana,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Presidente Castelo Branco,29153-076,32034814,EM ATIVIDADE,"","-40,3670845709932","-20,3080873188751",2972
2668,Chapada do A,Rural,"",Set/2010,"",3200409,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Anchieta,Comunidade Chapada do A,EMEIEF,Escola Municipal de Ensino Infantil e Fundamental,EMEIEF Rosalino Simões,29230-000,32042590,EM ATIVIDADE,"","-40,6305509853328","-20,7680119387166",2973
2669,Rua Josias Cerutti,Desconhecido,"",jan/10,(27) 3362-6767,3202405,SEDU,Privada,375,Sim,Profissional,Guarapari,Praia do Morro,"","",Centro de Especialização e Desenvolvimento Técnico,29216-600,32101619,EM ATIVIDADE,"","-40,4845375797374","-20,6439017090509",2974
2670,"",Rural,"",Set/2010,"",3201902,IJSN,Municipal,s/n,Sim,Fundamental,Domingos Martins,Pena,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Pena,29260-000,32029357,EM ATIVIDADE,"","-40,6898446626915","-20,2640392665287",2975
2671,"",Rural,"",Set/2010,"",3201902,IJSN,Municipal,s/n,Sim,Fundamental,Domingos Martins,Alto pena,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Alto Pena,29260-000,32029136,EM ATIVIDADE,"","-40,684784767763","-20,2595870013737",2976
2672,Rua Principal,Rural,"",Set/2010,(27) 3268-1580,3201902,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Domingos Martins,Comunidade Tijuco Preto,EMEF,Escola Municipal de Ensino Fundamental,EMEF Tijuco Preto,29260-000,32029276,EM ATIVIDADE,"","-40,9037126251695","-20,2512957185017",2977
2673,Rua Oito de Junho,Desconhecido,"",jan/10,(27) 3322-2964,3205309,SEDU,Municipal,302,Sim,Fundamental,Vitória,Grande Vitória,EMEF,Escola Municipal de Ensino Fundamental,EMEF Professora Maria Stella de Novaes,29031-336,32040547,EM ATIVIDADE,"","-40,3449520496912","-20,2882521330575",2978
2674,Rua Deputado Clério Falcão,Desconhecido,"",jul/10,(27) 3233-7586,3205309,IJSN,Municipal,45,Sim,Infantil,Vitória,Comdusa,CMEI,Centro Municipal de Educação Infantil,CMEI Silvanete Silva Rosa Rocha,29032-070,32095600,EM ATIVIDADE,"","-40,3354556241358","-20,2866650358221",2979
2675,Rodovia Serafim Derenzi,Desconhecido,"",out/2016,(27) 3332-3250,3205309,SEDU,Estadual,3115,Sim,Médio,Vitória,São Pedro,CEEMTI,Centro Estadual de Ensino Médio em Tempo Integral,CEEMTI São Pedro,29030-026,32081391,EM ATIVIDADE,"","-40,3371669776553","-20,286630577745",2980
2676,Rodovia Serafim Derenzi,Desconhecido,"",jan/10,(27) 3323-9336 / 3323-3635,3205309,SEDU,Municipal,5000,Sim,Infantil,Vitória,São José,CMEI,Centro Municipal de Educacão Infantil,CMEI Georgina da Trindade Faria,29030-002,32063156,EM ATIVIDADE,"","-40,3312700801546","-20,2852132942581",2981
2677,Rodovia Serafim Derenzi,Desconhecido,"",jan/10,(27) 3233-1599,3205309,SEDU,Municipal,4449,Sim,Fundamental,Vitória,São José,EMEF,Escola Municipal de Ensino Fundamental,EMEF Maria José Costa Moraes,29030-001,32063571,EM ATIVIDADE,"","-40,3317407602773","-20,2849800250411",2982
2678,Rodovia Serafim Derenzi,Desconhecido,"",jan/10,(27) 3322-3064,3205309,SEDU,Municipal,3286,Sim,Fundamental,Vitória,Comdusa,EMEF,Escola Municipal de Ensino Fundamental,EMEF José Lemos de Miranda,29030-001,32040490,EM ATIVIDADE,"","-40,3351749471294","-20,2848098781752",2983
2679,Praça Jonh Kennedy,Desconhecido,"",jan/10,(27) 3286-0931,3201308,SEDU,Municipal,s/n,Sim,Infantil,Cariacica,Campo Grande,CMEI,Centro Municipal de Educação Infantil,CMEI Jesus Menino,29146-550,32035330,EM ATIVIDADE,"","-40,3867832655236","-20,3391876987151",2984
2680,Rua Esmeralda,Desconhecido,"",jan/10,(27) 3386-4736,3201308,SEDU,Municipal,s/n,Sim,Fundamental,Cariacica,São Geraldo,EMEF,Escola Municipal de Ensino Fundamental,EMEF Maria Paiva,29146-721,32034733,EM ATIVIDADE,"","-40,3784750732347","-20,3478317722757",2985
2681,Rua São Paulo,Desconhecido,Construída,jul/10,(27) 3344-1533 / 3344-1599,3205101,IJSN,Privada,s/n,Sim,Superior,Viana,Industrial,FESAV,Faculdade de Estudos Sociais Aplicados de Viana,FESAV Faculdade de Estudos Sociais Aplicados de Viana,29135-000,"",EM ATIVIDADE,Mapeamento Realizado pela CGEO/IJSN,"-40,4228320835559","-20,3447842566048",2986
2682,Rua Joaquim Silva Pereira,Urbana,"",Set/2010,(28) 3536-1151,3200409,IJSN,Privada,s/n,Sim,Infantil,Anchieta,Alvorada,MEPES,Movimento de Educação Promocional do Espírito Santo,Centro Educacional Infantil Francisco Guisti - MEPES,29230-000,32074409,EM ATIVIDADE,"","-40,6412592860796","-20,8058157154812",2987
2683,Rua João Manoel Scarpino,Desconhecido,"",jan/10,(27) 3336-0785,3201308,SEDU,Privada,37,Sim,"Infantil, Fundamental e Médio",Cariacica,Nova Brasília,CE,Centro Educacional,CE Thomas Edson,29149-520,32072970,EM ATIVIDADE,"","-40,3954373805555","-20,3273271471086",2988
2684,Rua Cachoeiro do Itapemirim,Desconhecido,"",jan/10,(27) 3343-9828,3201308,SEDU,Estadual,173,Sim,Fundamental,Cariacica,Nova Brasília,EEEF,Escola Estadual de Ensino Fundamental,EEEF José Maria Ferreira,29149-510,32034687,EM ATIVIDADE,"","-40,3922743880933","-20,3267199641633",2989
2685,Rua Rei Ciro,Desconhecido,"",jul/10,(27) 3396-1819 / 3349-2644,3201308,IJSN,Municipal,s/n,Sim,Fundamental,Cariacica,Vale dos Reis,EMEF,Escola Municipal de Ensino Fundamental,EMEF Antero José do Nascimento,29158-213,32034865,EM ATIVIDADE,"","-40,42841292267","-20,3239752023184",2990
